1,1,0.987753868
1,1,2.779142857
1,1,2.64515996
1,1,2.193217993
1,1,1.975583076
1,1,2.628363848
1,1,2.611626148
1,1,1.490044832
1,1,2.511211872
1,1,1.623974085
1,1,2.561491013
1,1,5.357411146
1,1,3.716629982
1,1,0.870583057
1,1,2.042526007
1,1,1.104860067
1,1,1.105015039
1,1,1.657397985
1,1,1.624014139
1,0,2.109398842
1,1,1.155174017
1,1,2.209843159
1,1,2.159765005
1,1,0.870640039
1,1,1.255511045
1,1,0.92078805
1,1,1.690979958
1,0,1.67417407
1,1,1.439836025
1,1,2.243453979
1,1,2.628323078
1,1,1.841551781
1,1,1.356158018
1,1,1.774594069
1,1,2.745603085
1,1,1.623941898
1,1,1.489973068
1,1,1.121606827
1,0,3.063708067
1,1,1.573640108
1,1,2.009052038
1,1,1.20549202
1,1,1.138352156
1,1,1.356093884
1,1,1.791422844
1,1,0.954208136
1,1,1.188670158
1,1,1.255577087
1,1,1.138417959
1,1,0.870545864
1,1,0.904018164
1,1,1.071499109
1,1,2.142954111
1,1,1.557016134
1,1,1.47320509
1,1,1.774459124
1,1,1.289141178
1,1,2.126183033
1,1,1.356050968
1,1,1.757904053
1,1,1.456587076
1,1,2.461090088
1,0,1.456630945
1,1,1.439823866
1,1,2.812487125
1,1,0.937520981
1,1,0.987746
1,1,0.954221964
1,1,0.887300968
1,1,1.757899046
1,1,1.824872017
1,1,1.155165911
1,1,0.703085899
1,1,0.853895903
1,1,2.142989159
1,1,0.719844103
1,1,2.109442949
1,1,1.423109055
1,1,1.540254116
1,0,2.946450949
1,1,1.088273048
1,1,1.640659809
1,0,2.477826118
1,1,0.954264879
1,1,1.858240128
1,0,4.470058918
1,1,1.674216032
1,1,1.657390833
1,1,0.954272985
1,1,1.456583023
1,1,1.47312808
1,1,1.021328926
1,1,0.971074104
1,1,2.444279909
1,1,2.327197075
1,1,1.841575861
1,1,1.004575014
1,1,1.088156223
1,1,1.238733053
1,1,1.088276863
1,1,1.13835597
1,1,2.477813005
1,1,0.954329014
1,1,0.904062986
1,1,1.121660948
1,1,2.092653036
1,1,2.360593081
1,1,0.971014023
1,1,0.987822056
1,1,0.870622158
1,1,1.389643908
1,1,0.619383812
1,1,0.703245878
1,1,1.322530985
1,1,0.887295961
1,1,0.586075068
1,1,0.636080027
1,1,0.87054801
1,1,0.602748871
1,1,0.971024036
1,1,0.736565828
1,1,2.712018967
1,1,2.276942968
1,1,1.925376892
1,1,0.954263926
1,0,2.042453051
1,1,1.172024965
1,1,1.674063921
1,1,1.958787918
1,1,2.812575102
1,1,1.171927929
1,1,1.021317005
1,1,2.912922859
1,1,1.456466198
1,1,2.142972946
1,1,0.75342083
1,1,0.971003056
1,1,1.406201839
1,1,1.104871035
1,1,1.289029837
1,1,1.021275043
1,1,2.075927973
1,1,1.238810062
1,1,1.456558943
1,1,2.159687042
1,1,0.820175171
1,1,1.657435894
1,1,1.339344025
1,1,1.841469049
1,1,0.870667934
1,1,0.971056938
1,1,1.104954958
1,1,0.987733126
1,1,0.786858797
1,1,0.753398895
1,1,0.903970957
1,1,0.937645912
1,1,1.272262812
1,1,1.406306028
1,1,1.188694
1,1,0.920736074
1,1,0.887351036
1,1,0.937543869
1,1,2.494538069
1,1,0.786900043
1,1,0.970925093
1,1,1.891797066
1,1,1.272459984
1,1,1.942054033
1,0,4.855071068
1,1,1.104844809
1,1,0.820257187
1,1,1.054782152
1,1,1.054826021
1,1,0.970972061
1,1,1.490061998
1,1,2.360605955
